ID,Time,Sensorvalue,Voltage
306,101932,13.0,0.06353861
307,101932,3.0,0.014662757
308,101932,8.0,0.039100684
309,101932,16.0,0.07820137
310,101932,7.0,0.0342131
311,101932,3.0,0.014662757
312,101932,12.0,0.058651026
313,101932,7.0,0.0342131
314,101932,10.0,0.048875853
315,101932,4.0,0.019550342
316,101933,8.0,0.039100684
317,101933,5.0,0.024437927
318,101933,4.0,0.019550342
319,101933,6.0,0.029325513
320,101933,3.0,0.014662757
321,101933,0.0,0.0
322,101933,1.0,0.0048875855
323,101933,10.0,0.048875853
324,101933,10.0,0.048875853
325,101933,15.0,0.07331378
326,101934,8.0,0.039100684
327,101934,3.0,0.014662757
328,101934,10.0,0.048875853
329,101934,22.0,0.10752688
330,101934,6.0,0.029325513
331,101934,31.0,0.15151516
332,101934,2.0,0.009775171
333,101934,5.0,0.024437927
334,101934,7.0,0.0342131
335,101934,43.0,0.21016617
336,101935,25.0,0.12218964
337,101935,5.0,0.024437927
338,101935,1.0,0.0048875855
339,101935,4.0,0.019550342
340,101935,13.0,0.06353861
341,101935,12.0,0.058651026
342,101935,14.0,0.0684262
343,101935,4.0,0.019550342
344,101935,6.0,0.029325513
345,101935,8.0,0.039100684
346,101936,14.0,0.0684262
347,101936,36.0,0.17595308
348,101936,8.0,0.039100684
349,101936,6.0,0.029325513
350,101936,11.0,0.05376344
351,101936,4.0,0.019550342
352,101936,10.0,0.048875853
353,101936,0.0,0.0
354,101936,6.0,0.029325513
355,101936,8.0,0.039100684
356,101937,13.0,0.06353861
357,101937,49.0,0.23949169
358,101937,5.0,0.024437927
359,101937,18.0,0.08797654
